what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734695073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734695193
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1395734705821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395734705923
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734717763
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1395734722822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395734744010
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734745965
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395734748786
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395734760251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734764430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734764478
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1395734764481
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395734765329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734794985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734795825
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395734797160
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734798550
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1395734800365
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734802014
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1395734803301
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734827196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734833765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734835511
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395734838863
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395734847835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734862193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734863828
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734875623
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1395734884845
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395734911511
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734915657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734917772
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395734930557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734937475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734943809
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1395734947204
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1395734947456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734947642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734950835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395734957530
