what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742359213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742381475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742382393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742392671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742393137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742396873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742396915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742869877
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395742897124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742899945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742985517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395742987097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743003249
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395743005177
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395743013731
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1395743017041
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395743026455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743030632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743031685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743032385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743140517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743141768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743148463
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395743151828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743157310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743191013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743199266
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1395743213911
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1395743214077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743214207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1395743214360
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395743218951
opened,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395743224919
activated,editor,org.drools.eclipse,5.5.0.Final,"org.drools.eclipse.flow.bpmn2.editor.BPMNModelEditor",1395743225246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743237023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743238591
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743242550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743244373
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395743260437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1395743264460
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743267433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743269164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395743269678
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395743274526
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395743274741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743281496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395743289272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395743303052
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1395743328790
